,日期,股票代码,股票名称,区间日均总市值 [起始交易日期]截止日3月前 [单位]元,月收盘价 [复权方式]前复权,当月成交均价 [复权方式]前复权,月换手率 [单位]%,月振幅 [单位]%,融资融券差额 [单位]元
179,2023-03-31,000046.SZ,泛海控股,6266265706.35,1.05,1.140465217391,24.8754,17.7966,139470718.0
180,2023-03-31,000048.SZ,京基智农,10661753538.01,23.16,21.077408695652,18.5576,20.9366,116361664.0
181,2022-09-30,000048.SZ,京基智农,9651147966.25,15.79,17.179828571429,11.6255,16.796,0.0
182,2022-12-31,000048.SZ,京基智农,9219990246.56,17.85,18.006018181818,8.4265,11.3834,83981832.0
183,2022-06-30,000048.SZ,京基智农,10420180998.36,18.57,18.331276190476,15.2172,15.1856,0.0
184,2022-03-31,000048.SZ,京基智农,10623707836.61,21.0796131612,20.096457462556,17.2099,21.9816,0.0
185,2022-03-31,000049.SZ,德赛电池,13500678219.24,35.9515288164,37.649949328667,54.7222,21.9706,525711453.0
186,2022-06-30,000049.SZ,德赛电池,10937864616.42,45.1,40.197804761905,83.633,29.6759,578659419.0
187,2022-09-30,000049.SZ,德赛电池,14420467102.06,41.59,48.980728571429,73.4989,31.8789,529046896.0
188,2022-12-31,000049.SZ,德赛电池,14455760972.73,43.48,46.127409090909,40.0188,17.8579,529882696.0
189,2023-03-31,000049.SZ,德赛电池,13521071840.96,43.38,42.973291304348,41.0787,13.8438,561119810.0
190,2022-12-31,000050.SZ,深天马A,22141486059.44,8.66,9.052563636364,7.5028,12.5546,866113221.0
191,2022-09-30,000050.SZ,深天马A,23463297670.35,8.51,8.966776190476,5.1946,9.7458,939208871.0
192,2023-03-31,000050.SZ,深天马A,23784332280.08,10.51,10.162260869565,25.7069,17.0324,874637110.0
193,2022-03-31,000050.SZ,深天马A,29046828246.42,10.3706616145,10.704309120222,7.9395,16.1677,1138149807.0
194,2022-06-30,000050.SZ,深天马A,23469475615.29,9.97,9.643233333333,11.7435,12.9237,1013265303.0
195,2022-03-31,000055.SZ,方大集团,4956566601.64,4.5064788696,4.344959420422,42.2945,21.0407,0.0
196,2022-06-30,000055.SZ,方大集团,4568014498.72,4.48,4.26644503792,49.9134,20.1422,0.0
197,2022-09-30,000055.SZ,方大集团,5524594773.27,4.77,5.267490003419,163.9499,25.8912,0.0
198,2022-12-31,000055.SZ,方大集团,5310220030.04,4.73,4.847298850141,30.1781,13.3981,56647122.0
199,2023-03-31,000055.SZ,方大集团,5381747990.5,4.7700000192,4.964625141759,32.6127,10.325,61011984.0
200,2022-03-31,000056.SZ,皇庭国际,9115736375.85,8.5,7.514343478261,61.1265,40.3135,0.0
201,2022-06-30,000056.SZ,皇庭国际,7085488912.67,4.54,4.925176190476,44.3196,18.9555,0.0
202,2022-09-30,000056.SZ,皇庭国际,5674397388.78,4.26,4.837961904762,59.9302,26.8499,0.0
203,2022-12-31,000056.SZ,皇庭国际,5304248717.8,4.65,4.812745454545,56.7323,15.2866,44293329.0
204,2023-03-31,000056.SZ,皇庭国际,5445984391.66,4.28,4.471239130435,33.0114,13.4615,141454862.0
205,2023-03-31,000058.SZ,深赛格,8531803300.8,6.51,6.620630434783,17.9361,9.8571,104684592.0
206,2022-12-31,000058.SZ,深赛格,8011685159.73,7.9,7.698872727273,159.8356,45.5108,150178671.0
207,2022-03-31,000058.SZ,深赛格,7521795624.21,5.8784282704,5.778008556047,27.278,17.2638,0.0
208,2022-06-30,000058.SZ,深赛格,6834214626.4,6.06,5.935176190476,120.7726,35.8429,0.0
209,2022-09-30,000058.SZ,深赛格,7457345161.19,5.42,5.859123809524,19.5074,16.0862,0.0
210,2022-03-31,000059.SZ,华锦股份,11384777759.97,6.0477965794,6.429940203101,47.282,23.4397,413988399.0
211,2022-06-30,000059.SZ,华锦股份,10038730651.08,5.92,6.218754220298,18.5499,14.0888,392274041.0
212,2022-09-30,000059.SZ,华锦股份,10806657735.22,7.12,7.808085714286,58.1223,25.7022,374294885.0
213,2022-12-31,000059.SZ,华锦股份,11870485661.49,6.8,7.490263636364,33.6497,30.3767,406039770.0
214,2023-03-31,000059.SZ,华锦股份,12116997131.57,7.44,8.095739130435,50.9822,26.9086,380853865.0
