,日期,股票代码,股票名称,基金持股比例 [单位]% [比例类型]占流通股比例,基金持股数量 [单位]股,持股基金家数 [股本类型]流通股本
3652,2019-09-30,002640.SZ,*ST跨境,1.14909317,16334593.0,3.0
3653,2019-12-31,002640.SZ,*ST跨境,1.07992605,16412004.0,65.0
3654,2019-03-31,002641.SZ,公元股份,0.01254452,140900.0,1.0
3655,2019-06-30,002641.SZ,公元股份,0.22656258,2544751.0,15.0
3656,2019-12-31,002641.SZ,公元股份,0.89295043,10029619.0,37.0
3657,2020-03-31,002641.SZ,公元股份,0.0079505,89300.0,1.0
3658,2019-03-31,002642.SZ,荣联科技,0.70561579,4483080.0,1.0
3659,2019-03-31,002643.SZ,万润股份,8.48876036,75730698.0,24.0
3660,2019-06-30,002643.SZ,万润股份,12.79109635,114113088.0,97.0
3661,2019-09-30,002643.SZ,万润股份,8.25821383,75078165.0,27.0
3662,2019-12-31,002643.SZ,万润股份,17.62981783,160278530.0,156.0
3663,2020-03-31,002643.SZ,万润股份,10.26359332,93309736.0,16.0
3664,2019-06-30,002644.SZ,佛慈制药,0.06052634,309082.0,3.0
3665,2019-03-31,002645.SZ,华宏科技,2.24648961,7998773.0,2.0
3666,2019-06-30,002645.SZ,华宏科技,0.33278984,1540396.0,3.0
3667,2019-12-31,002645.SZ,华宏科技,0.00116663,5400.0,3.0
3668,2020-03-31,002645.SZ,华宏科技,1.97694946,9150775.0,3.0
3669,2019-03-31,002646.SZ,天佑德酒,0.61329067,2759808.0,2.0
3670,2019-06-30,002646.SZ,天佑德酒,0.82802756,3726124.0,10.0
3671,2019-09-30,002646.SZ,天佑德酒,0.64320644,2894429.0,1.0
3672,2019-12-31,002646.SZ,天佑德酒,0.75918444,3416330.0,8.0
3673,2020-03-31,002646.SZ,天佑德酒,0.69697333,3136380.0,2.0
3674,2019-06-30,002647.SZ,仁东控股,0.01419108,79461.0,8.0
3675,2019-12-31,002647.SZ,仁东控股,0.00886905,49661.0,6.0
3676,2020-03-31,002647.SZ,仁东控股,0.0045898,25700.0,1.0
3677,2019-03-31,002648.SZ,卫星化学,1.64875991,17082298.0,15.0
3678,2019-06-30,002648.SZ,卫星化学,2.39394078,24816445.0,79.0
3679,2019-09-30,002648.SZ,卫星化学,0.5936652,6157387.0,4.0
3680,2019-12-31,002648.SZ,卫星化学,6.30672148,65475924.0,151.0
3681,2020-03-31,002648.SZ,卫星化学,1.4415598,14966169.0,12.0
