,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
4068,合力科技,603917.SH,工业,资本品,机械制造,通用机械,成长型
4069,金桥信息,603918.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4070,金徽酒,603919.SH,主要消费,食品、饮料与烟草,饮料,白酒,混合型
4071,世运电路,603920.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
4072,金鸿顺,603922.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4073,铁流股份,603926.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4074,中科软,603927.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4075,兴业股份,603928.SH,原材料,原材料,化学制品,纤维及树脂,成长型
4076,亚翔集成,603929.SH,工业,资本品,建筑与工程,建筑装修,价值型
4077,格林达,603931.SH,原材料,原材料,化学制品,其他化学制品,成长型
4078,睿能科技,603933.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,价值型
4079,博敏电子,603936.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4080,丽岛新材,603937.SH,工业,资本品,建筑产品,建筑产品,混合型
4081,三孚股份,603938.SH,原材料,原材料,化学原料,化学原料,混合型
4082,益丰药房,603939.SH,医药卫生,医药生物,制药,药品经销商,成长型
4083,建业股份,603948.SH,原材料,原材料,化学制品,其他化学制品,混合型
4084,雪龙集团,603949.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4085,长源东谷,603950.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4086,大千生态,603955.SH,工业,资本品,建筑与工程,园林工程,混合型
4087,威派格,603956.SH,工业,资本品,机械制造,通用机械,成长型
4088,哈森股份,603958.SH,可选消费,耐用消费品与服装,纺织服装,鞋类,价值型
4089,百利科技,603959.SH,工业,资本品,建筑与工程,土木工程,混合型
4090,克来机电,603960.SH,工业,资本品,机械制造,通用机械,成长型
4091,大理药业,603963.SH,医药卫生,医药生物,制药,中药,价值型
4092,法兰泰克,603966.SH,工业,资本品,机械制造,工程机械,成长型
4093,中创物流,603967.SH,工业,交通运输,航空货运与物流,物流,成长型
4094,醋化股份,603968.SH,原材料,原材料,化学制品,其他化学制品,混合型
4095,银龙股份,603969.SH,原材料,原材料,钢铁,钢铁,混合型
4096,中农立华,603970.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
4097,正川股份,603976.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,混合型
4098,国泰集团,603977.SH,原材料,原材料,化学制品,其他化学制品,成长型
4099,深圳新星,603978.SH,原材料,原材料,有色金属,铝,混合型
4100,金诚信,603979.SH,工业,资本品,建筑与工程,土木工程,混合型
4101,吉华集团,603980.SH,原材料,原材料,化学制品,印染化学品,价值型
4102,泉峰汽车,603982.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4103,丸美股份,603983.SH,主要消费,家庭与个人用品,个人用品,个人用品,成长型
4104,恒润股份,603985.SH,工业,资本品,电气设备,新能源设备,成长型
4105,兆易创新,603986.SH,信息技术,半导体,半导体,半导体,成长型
4106,康德莱,603987.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4107,中电电机,603988.SH,工业,资本品,电气设备,电气部件与设备,成长型
4108,艾华集团,603989.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4109,麦迪科技,603990.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健技术,成长型
4110,至正股份,603991.SH,原材料,原材料,化学制品,塑料制品,价值型
4111,松霖科技,603992.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
4112,洛阳钼业,603993.SH,原材料,原材料,有色金属,稀有金属,成长型
4113,甬金股份,603995.SH,原材料,原材料,钢铁,钢铁,成长型
4114,*ST中新,603996.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,价值型
4115,继峰股份,603997.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4116,方盛制药,603998.SH,医药卫生,医药生物,制药,中药,成长型
4117,读者传媒,603999.SH,可选消费,传媒,传媒,出版,混合型
4118,威奥股份,605001.SH,工业,资本品,机械制造,铁路设备,成长型
4119,众望布艺,605003.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4120,合兴股份,605005.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4121,山东玻纤,605006.SH,原材料,原材料,化学制品,其他化学制品,成长型
4122,五洲特纸,605007.SH,原材料,原材料,容器与包装,纸材料包装,成长型
4123,长鸿高科,605008.SH,原材料,原材料,化学制品,橡胶制品,成长型
4124,豪悦护理,605009.SH,主要消费,家庭与个人用品,家常用品,家常用品,成长型
4125,杭州热电,605011.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,成长型
4126,百龙创园,605016.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4127,长华股份,605018.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4128,永和股份,605020.SH,原材料,原材料,化学制品,其他化学制品,混合型
4129,世茂能源,605028.SH,公用事业,公用事业,电力,火电,成长型
4130,美邦股份,605033.SH,原材料,原材料,化学制品,化肥与农药,成长型
4131,福然德,605050.SH,工业,交通运输,航空货运与物流,物流,成长型
4132,迎丰股份,605055.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
4133,咸亨国际,605056.SH,工业,资本品,机械制造,通用机械,成长型
4134,澳弘电子,605058.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4135,联德股份,605060.SH,工业,资本品,机械制造,通用机械,成长型
4136,天正电气,605066.SH,工业,资本品,电气设备,电气部件与设备,成长型
4137,明新旭腾,605068.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4138,正和生态,605069.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
4139,华康股份,605077.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4140,浙江自然,605080.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4141,太和水,605081.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4142,龙高股份,605086.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
4143,冠盛股份,605088.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4144,味知香,605089.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
4145,九丰能源,605090.SH,公用事业,公用事业,燃气,燃气,成长型
4146,行动教育,605098.SH,可选消费,消费者服务,综合消费者服务,教育服务,混合型
4147,共创草坪,605099.SH,原材料,原材料,纸类与林业产品,林业产品,成长型
4148,华丰股份,605100.SH,工业,资本品,机械制造,通用机械,成长型
4149,同庆楼,605108.SH,可选消费,消费者服务,酒店、餐馆与休闲,餐馆,混合型
4150,新洁能,605111.SH,信息技术,半导体,半导体,半导体,成长型
4151,奥锐特,605116.SH,医药卫生,医药生物,制药,化学药,成长型
4152,德业股份,605117.SH,工业,资本品,电气设备,电气部件与设备,成长型
4153,力鼎光电,605118.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4154,四方新材,605122.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,成长型
4155,派克新材,605123.SH,工业,资本品,机械制造,通用机械,成长型
4156,上海沿浦,605128.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4157,嵘泰股份,605133.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4158,丽人丽妆,605136.SH,可选消费,零售业,互联网零售,互联网零售,成长型
4159,盛泰集团,605138.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
4160,西上海,605151.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4161,西大门,605155.SH,原材料,原材料,建筑材料,其他建材,成长型
4162,华达新材,605158.SH,工业,资本品,建筑产品,建筑产品,成长型
4163,新中港,605162.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
4164,聚合顺,605166.SH,原材料,原材料,化学制品,纤维及树脂,成长型
4165,利柏特,605167.SH,工业,资本品,建筑与工程,土木工程,成长型
4166,三人行,605168.SH,可选消费,传媒,传媒,营销与广告,成长型
4167,洪通燃气,605169.SH,公用事业,公用事业,燃气,燃气,成长型
4168,东亚药业,605177.SH,医药卫生,医药生物,制药,化学药,成长型
4169,时空科技,605178.SH,工业,资本品,建筑与工程,建筑装修,混合型
4170,一鸣食品,605179.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4171,华生科技,605180.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4172,确成股份,605183.SH,原材料,原材料,化学制品,其他化学制品,成长型
4173,健麾信息,605186.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健服务,成长型
4174,国光连锁,605188.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,成长型
4175,富春染织,605189.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
4176,华通线缆,605196.SH,工业,资本品,电气设备,电气部件与设备,成长型
4177,德利股份,605198.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4178,葫芦娃,605199.SH,医药卫生,医药生物,制药,中药,成长型
4179,永茂泰,605208.SH,原材料,原材料,有色金属,铝,成长型
4180,伟时电子,605218.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4181,起帆电缆,605222.SH,工业,资本品,电气设备,电气部件与设备,成长型
4182,神通科技,605228.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4183,天普股份,605255.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
4184,协和电子,605258.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4185,绿田机械,605259.SH,工业,资本品,机械制造,通用机械,成长型
4186,健之佳,605266.SH,可选消费,零售业,其他零售,其他零售,成长型
4187,王力安防,605268.SH,原材料,原材料,有色金属,其它有色金属及合金,混合型
4188,新亚电子,605277.SH,工业,资本品,电气设备,电气部件与设备,成长型
4189,同力日升,605286.SH,工业,资本品,机械制造,通用机械,成长型
4190,德才股份,605287.SH,工业,资本品,建筑与工程,建筑装修,成长型
4191,凯迪股份,605288.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
4192,罗曼股份,605289.SH,工业,资本品,建筑与工程,建筑装修,成长型
4193,神农集团,605296.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
4194,必得科技,605298.SH,工业,资本品,机械制造,铁路设备,成长型
4195,舒华体育,605299.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
4196,佳禾食品,605300.SH,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
4197,园林股份,605303.SH,工业,资本品,建筑与工程,园林工程,混合型
4198,中际联合,605305.SH,工业,资本品,机械制造,其他机械设备,成长型
4199,法狮龙,605318.SH,工业,资本品,建筑产品,建筑产品,混合型
4200,无锡振华,605319.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4201,沪光股份,605333.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4202,帅丰电器,605336.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
4203,李子园,605337.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4204,巴比食品,605338.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4205,南侨食品,605339.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
4206,立昂微,605358.SH,信息技术,半导体,半导体,半导体,成长型
4207,立达信,605365.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4208,宏柏新材,605366.SH,原材料,原材料,化学制品,其他化学制品,成长型
4209,蓝天燃气,605368.SH,公用事业,公用事业,燃气,燃气,成长型
4210,拱东医疗,605369.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4211,博迁新材,605376.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
4212,华旺科技,605377.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
4213,野马电池,605378.SH,工业,资本品,电气设备,电气部件与设备,成长型
4214,均瑶健康,605388.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4215,长龄液压,605389.SH,工业,资本品,机械制造,通用机械,成长型
4216,新炬网络,605398.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4217,晨光新材,605399.SH,原材料,原材料,化学原料,化学原料,成长型
4218,福莱新材,605488.SH,原材料,原材料,化学制品,塑料制品,成长型
4219,东鹏饮料,605499.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
4220,森林包装,605500.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
4221,国邦医药,605507.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4222,德昌股份,605555.SH,工业,资本品,电气设备,电气部件与设备,混合型
4223,福莱蒽特,605566.SH,原材料,原材料,化学制品,印染化学品,成长型
4224,春雪食品,605567.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4225,龙版传媒,605577.SH,可选消费,传媒,传媒,出版,成长型
4226,恒盛能源,605580.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,成长型
4227,冠石科技,605588.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4228,圣泉集团,605589.SH,原材料,原材料,化学原料,化学原料,成长型
4229,上海港湾,605598.SH,工业,资本品,建筑与工程,土木工程,成长型
4230,菜百股份,605599.SH,可选消费,耐用消费品与服装,珠宝与奢侈品,珠宝与奢侈品,价值型
4231,华兴源创,688001.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4232,睿创微纳,688002.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4233,天准科技,688003.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4234,博汇科技,688004.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4235,容百科技,688005.SH,工业,资本品,电气设备,新能源设备,成长型
4236,杭可科技,688006.SH,工业,资本品,机械制造,其他机械设备,成长型
4237,光峰科技,688007.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4238,澜起科技,688008.SH,信息技术,半导体,半导体,半导体,成长型
4239,中国通号,688009.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
4240,福光股份,688010.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4241,新光光电,688011.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
4242,中微公司,688012.SH,信息技术,半导体,半导体,半导体,成长型
4243,天臣医疗,688013.SH,工业,资本品,机械制造,其他机械设备,成长型
4244,交控科技,688015.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4245,心脉医疗,688016.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4246,绿的谐波,688017.SH,工业,资本品,机械制造,通用机械,成长型
4247,乐鑫科技,688018.SH,信息技术,半导体,半导体,半导体,成长型
4248,安集科技,688019.SH,原材料,原材料,化学制品,其他化学制品,成长型
4249,方邦股份,688020.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4250,奥福环保,688021.SH,工业,资本品,环保设备、工程与服务,环保设备,成长型
4251,瀚川智能,688022.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
4252,安恒信息,688023.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4253,杰普特,688025.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4254,洁特生物,688026.SH,原材料,原材料,化学制品,塑料制品,成长型
4255,国盾量子,688027.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
4256,沃尔德,688028.SH,工业,资本品,机械制造,其他机械设备,成长型
4257,南微医学,688029.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4258,山石网科,688030.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4259,禾迈股份,688032.SH,工业,资本品,电气设备,电气部件与设备,成长型
4260,天宜上佳,688033.SH,工业,资本品,机械制造,铁路设备,成长型
4261,传音控股,688036.SH,电信业务,通信设备,通信设备,通信终端设备,成长型
4262,芯源微,688037.SH,信息技术,半导体,半导体,半导体,成长型
4263,中科通达,688038.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
4264,当虹科技,688039.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4265,炬芯科技,688049.SH,信息技术,半导体,半导体,半导体,成长型
4266,爱博医疗,688050.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4267,佳华科技,688051.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4268,龙腾光电,688055.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
4269,莱伯泰科,688056.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4270,金达莱,688057.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4271,宝兰德,688058.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4272,华锐精密,688059.SH,原材料,原材料,容器与包装,金属与玻璃容器,成长型
4273,云涌科技,688060.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
4274,派能科技,688063.SH,工业,资本品,机械制造,其他机械设备,成长型
4275,凯赛生物,688065.SH,原材料,原材料,化学原料,化学原料,成长型
4276,航天宏图,688066.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4277,爱威科技,688067.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4278,热景生物,688068.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4279,德林海,688069.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4280,纵横股份,688070.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
4281,华依科技,688071.SH,工业,资本品,机械制造,其他机械设备,成长型
4282,安旭生物,688075.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4283,诺泰生物,688076.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4284,大地熊,688077.SH,原材料,原材料,有色金属,稀有金属,成长型
4285,龙软科技,688078.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4286,美迪凯,688079.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4287,映翰通,688080.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
4288,兴图新科,688081.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
4289,盛美上海,688082.SH,信息技术,半导体,半导体,半导体,成长型
4290,中望软件,688083.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4291,三友医疗,688085.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4292,紫晶存储,688086.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
4293,英科再生,688087.SH,原材料,原材料,化学制品,塑料制品,成长型
4294,虹软科技,688088.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4295,嘉必优,688089.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
4296,瑞松科技,688090.SH,工业,资本品,机械制造,其他机械设备,混合型
4297,上海谊众,688091.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,价值型
4298,爱科科技,688092.SH,工业,资本品,机械制造,其他机械设备,成长型
4299,世华科技,688093.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
4300,福昕软件,688095.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4301,京源环保,688096.SH,工业,资本品,环保设备、工程与服务,环保设备,成长型
4302,博众精工,688097.SH,工业,资本品,机械制造,其他机械设备,成长型
4303,申联生物,688098.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4304,晶晨股份,688099.SH,信息技术,半导体,半导体,半导体,成长型
4305,威胜信息,688100.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4306,三达膜,688101.SH,工业,资本品,环保设备、工程与服务,环保设备,混合型
4307,国力股份,688103.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4308,诺唯赞,688105.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4309,金宏气体,688106.SH,原材料,原材料,化学原料,化学原料,成长型
4310,安路科技,688107.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4311,赛诺医疗,688108.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4312,品茗股份,688109.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4313,东芯股份,688110.SH,信息技术,半导体,半导体,半导体,成长型
4314,金山办公,688111.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4315,鼎阳科技,688112.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4316,联测科技,688113.SH,工业,资本品,电气设备,新能源设备,成长型
4317,天奈科技,688116.SH,工业,资本品,电气设备,新能源设备,成长型
4318,圣诺生物,688117.SH,医药卫生,医药生物,制药,化学药,成长型
4319,普元信息,688118.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4320,卓然股份,688121.SH,工业,资本品,机械制造,其他机械设备,成长型
4321,西部超导,688122.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
4322,聚辰股份,688123.SH,信息技术,半导体,半导体,半导体,成长型
4323,沪硅产业,688126.SH,信息技术,半导体,半导体,半导体,成长型
4324,蓝特光学,688127.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4325,中国电研,688128.SH,工业,资本品,机械制造,其他机械设备,成长型
4326,东来技术,688129.SH,原材料,原材料,化学制品,涂料涂漆,成长型
4327,皓元医药,688131.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4328,泰坦科技,688133.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
4329,利扬芯片,688135.SH,信息技术,半导体,半导体,半导体,成长型
4330,科兴制药,688136.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4331,清溢光电,688138.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4332,海尔生物,688139.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4333,芳源股份,688148.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4334,华强科技,688151.SH,工业,资本品,机械制造,其他机械设备,成长型
4335,先惠技术,688155.SH,工业,资本品,机械制造,其他机械设备,成长型
4336,路德环境,688156.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4337,松井股份,688157.SH,原材料,原材料,化学制品,涂料涂漆,成长型
4338,优刻得,688158.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
4339,有方科技,688159.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
4340,步科股份,688160.SH,工业,资本品,机械制造,其他机械设备,成长型
4341,威高骨科,688161.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4342,巨一科技,688162.SH,工业,资本品,机械制造,其他机械设备,成长型
4343,埃夫特,688165.SH,工业,资本品,机械制造,通用机械,混合型
4344,博瑞医药,688166.SH,医药卫生,医药生物,制药,化学药,成长型
4345,炬光科技,688167.SH,信息技术,半导体,半导体,半导体,成长型
4346,安博通,688168.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4347,石头科技,688169.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
4348,百奥泰,688177.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4349,万德斯,688178.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
4350,阿拉丁,688179.SH,工业,商业服务与用品,商业服务与用品,市场服务,成长型
4351,君实生物,688180.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4352,八亿时空,688181.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4353,灿勤科技,688182.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
4354,生益电子,688183.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4355,康希诺,688185.SH,医药卫生,医药生物,生物科技,生物科技,成长型
4356,广大特材,688186.SH,原材料,原材料,钢铁,钢铁,成长型
4357,时代电气,688187.SH,工业,资本品,机械制造,铁路设备,混合型
4358,柏楚电子,688188.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4359,南新制药,688189.SH,医药卫生,医药生物,制药,化学药,成长型
4360,云路股份,688190.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
4361,智洋创新,688191.SH,信息技术,计算机运用,互联网服务,移动互联网信息服务,成长型
4362,迪哲医药,688192.SH,医药卫生,医药生物,制药,化学药,混合型
4363,腾景科技,688195.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
4364,卓越新能,688196.SH,原材料,原材料,化学制品,其他化学制品,成长型
4365,佰仁医疗,688198.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4366,久日新材,688199.SH,原材料,原材料,化学制品,其他化学制品,成长型
4367,华峰测控,688200.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4368,信安世纪,688201.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
4369,美迪西,688202.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4370,概伦电子,688206.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4371,道通科技,688208.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4372,统联精密,688210.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4373,中科微至,688211.SH,工业,资本品,机械制造,通用机械,成长型
4374,澳华内镜,688212.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4375,瑞晟智能,688215.SH,工业,资本品,机械制造,其他机械设备,成长型
4376,气派科技,688216.SH,信息技术,半导体,半导体,半导体,成长型
4377,睿昂基因,688217.SH,医药卫生,医药生物,制药,化学药,成长型
4378,江苏北人,688218.SH,工业,资本品,机械制造,其他机械设备,成长型
4379,会通股份,688219.SH,原材料,原材料,化学制品,塑料制品,成长型
4380,前沿生物,688221.SH,医药卫生,医药生物,制药,化学药,成长型
4381,成都先导,688222.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4382,威腾电气,688226.SH,工业,资本品,电气设备,电气部件与设备,混合型
4383,品高股份,688227.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4384,开普云,688228.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
4385,博睿数据,688229.SH,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
4386,芯导科技,688230.SH,信息技术,半导体,半导体,半导体,成长型
4387,新点软件,688232.SH,信息技术,计算机运用,软件开发,软件开发,成长型
4388,神工股份,688233.SH,信息技术,半导体,半导体,半导体,成长型
4389,百济神州,688235.SH,医药卫生,医药生物,制药与生物科技服务,制药与生物科技服务,成长型
4390,春立医疗,688236.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
4391,航宇科技,688239.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
4392,嘉和美康,688246.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗保健技术,成长型
4393,南网科技,688248.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
4394,凯尔达,688255.SH,工业,资本品,机械制造,通用机械,成长型
