,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
330,太钢不锈,000825.SZ,原材料,原材料,钢铁,钢铁,价值型
331,启迪环境,000826.SZ,工业,资本品,环保设备、工程与服务,环保服务,价值型
332,东莞控股,000828.SZ,工业,交通运输,交通基本设施,高速公路,价值型
333,天音控股,000829.SZ,可选消费,零售业,其他零售,其他零售,成长型
334,鲁西化工,000830.SZ,原材料,原材料,化学原料,化学原料,价值型
335,五矿稀土,000831.SZ,原材料,原材料,有色金属,稀有金属,成长型
336,粤桂股份,000833.SZ,工业,资本品,工业集团企业,工业集团企业,成长型
337,*ST长动,000835.SZ,信息技术,计算机运用,互联网服务,移动互联网信息服务,价值型
338,富通信息,000836.SZ,电信业务,通信设备,通信设备,通信传输设备,价值型
339,秦川机床,000837.SZ,工业,资本品,机械制造,通用机械,混合型
340,财信发展,000838.SZ,金融地产,房地产,房地产开发与园区,房地产开发,成长型
341,中信国安,000839.SZ,可选消费,传媒,传媒,广播与有线电视,混合型
342,承德露露,000848.SZ,主要消费,食品、饮料与烟草,饮料,软饮料,价值型
343,华茂股份,000850.SZ,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
344,高鸿股份,000851.SZ,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,价值型
345,石化机械,000852.SZ,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,混合型
346,冀东装备,000856.SZ,工业,资本品,机械制造,其他机械设备,成长型
347,五粮液,000858.SZ,主要消费,食品、饮料与烟草,饮料,白酒,成长型
348,国风新材,000859.SZ,原材料,原材料,化学制品,塑料制品,成长型
349,顺鑫农业,000860.SZ,主要消费,食品、饮料与烟草,饮料,白酒,价值型
350,海印股份,000861.SZ,金融地产,房地产,房地产管理与服务,房地产管理与服务,混合型
351,银星能源,000862.SZ,公用事业,公用事业,电力,新能源发电,混合型
352,三湘印象,000863.SZ,金融地产,房地产,房地产开发与园区,房地产开发,混合型
353,安凯客车,000868.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
354,张裕A,000869.SZ,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
355,吉电股份,000875.SZ,公用事业,公用事业,电力,火电,成长型
356,新希望,000876.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
357,天山股份,000877.SZ,原材料,原材料,建筑材料,水泥,混合型
358,云南铜业,000878.SZ,原材料,原材料,有色金属,铜,成长型
359,潍柴重机,000880.SZ,工业,资本品,机械制造,通用机械,成长型
360,中广核技,000881.SZ,原材料,原材料,化学制品,其他化学制品,混合型
361,华联股份,000882.SZ,金融地产,房地产,房地产管理与服务,房地产管理与服务,成长型
362,湖北能源,000883.SZ,公用事业,公用事业,电力,水电,混合型
363,城发环境,000885.SZ,工业,交通运输,交通基本设施,高速公路,成长型
364,海南高速,000886.SZ,金融地产,房地产,房地产开发与园区,房地产开发,混合型
365,中鼎股份,000887.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
366,峨眉山A,000888.SZ,可选消费,消费者服务,酒店、餐馆与休闲,景点,价值型
367,中嘉博创,000889.SZ,电信业务,电信服务,电信增值服务,电信增值服务,价值型
368,法尔胜,000890.SZ,原材料,原材料,钢铁,钢铁,价值型
369,欢瑞世纪,000892.SZ,可选消费,传媒,传媒,电影与娱乐,价值型
370,亚钾国际,000893.SZ,原材料,原材料,化学制品,化肥与农药,混合型
371,双汇发展,000895.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
372,津滨发展,000897.SZ,金融地产,房地产,房地产开发与园区,园区,成长型
373,鞍钢股份,000898.SZ,原材料,原材料,钢铁,钢铁,价值型
374,赣能股份,000899.SZ,公用事业,公用事业,电力,火电,成长型
375,现代投资,000900.SZ,工业,交通运输,交通基本设施,高速公路,成长型
376,航天科技,000901.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
377,新洋丰,000902.SZ,原材料,原材料,化学制品,化肥与农药,混合型
378,云内动力,000903.SZ,工业,资本品,机械制造,通用机械,成长型
379,厦门港务,000905.SZ,工业,交通运输,交通基本设施,港口,成长型
380,浙商中拓,000906.SZ,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
381,景峰医药,000908.SZ,医药卫生,医药生物,制药,化学药,价值型
382,数源科技,000909.SZ,金融地产,房地产,房地产开发与园区,房地产开发,混合型
383,大亚圣象,000910.SZ,原材料,原材料,纸类与林业产品,林业产品,价值型
384,南宁糖业,000911.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
385,泸天化,000912.SZ,原材料,原材料,化学制品,化肥与农药,成长型
386,钱江摩托,000913.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,摩托车,成长型
387,华特达因,000915.SZ,医药卫生,医药生物,制药,化学药,混合型
388,电广传媒,000917.SZ,可选消费,传媒,传媒,广播与有线电视,混合型
389,嘉凯城,000918.SZ,金融地产,房地产,房地产开发与园区,房地产开发,混合型
390,金陵药业,000919.SZ,医药卫生,医药生物,制药,化学药,价值型
391,沃顿科技,000920.SZ,原材料,原材料,化学制品,其他化学制品,混合型
392,海信家电,000921.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,价值型
393,佳电股份,000922.SZ,工业,资本品,电气设备,电气部件与设备,成长型
394,河钢资源,000923.SZ,原材料,原材料,钢铁,钢铁,成长型
395,众合科技,000925.SZ,工业,资本品,机械制造,铁路设备,混合型
396,福星股份,000926.SZ,金融地产,房地产,房地产开发与园区,房地产开发,价值型
397,中国铁物,000927.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
398,中钢国际,000928.SZ,工业,资本品,建筑与工程,土木工程,混合型
399,兰州黄河,000929.SZ,主要消费,食品、饮料与烟草,饮料,啤酒,价值型
400,中粮科技,000930.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
401,中关村,000931.SZ,医药卫生,医药生物,制药,化学药,混合型
402,华菱钢铁,000932.SZ,原材料,原材料,钢铁,钢铁,混合型
403,神火股份,000933.SZ,原材料,原材料,有色金属,铝,混合型
404,四川双马,000935.SZ,原材料,原材料,建筑材料,水泥,成长型
405,华西股份,000936.SZ,原材料,原材料,化学制品,纤维及树脂,混合型
406,冀中能源,000937.SZ,能源,能源,煤炭,煤炭,价值型
407,紫光股份,000938.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
408,南天信息,000948.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
409,新乡化纤,000949.SZ,原材料,原材料,化学制品,纤维及树脂,成长型
410,重药控股,000950.SZ,医药卫生,医药生物,制药,药品经销商,成长型
411,中国重汽,000951.SZ,工业,资本品,机械制造,商用货车,混合型
412,广济药业,000952.SZ,医药卫生,医药生物,制药,化学药,价值型
413,河化股份,000953.SZ,原材料,原材料,化学制品,化肥与农药,混合型
414,欣龙控股,000955.SZ,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
415,中通客车,000957.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
416,东方能源,000958.SZ,金融地产,其他金融,其他金融服务,其它综合性金融服务,混合型
417,首钢股份,000959.SZ,原材料,原材料,钢铁,钢铁,价值型
418,锡业股份,000960.SZ,原材料,原材料,有色金属,其它有色金属及合金,价值型
419,中南建设,000961.SZ,金融地产,房地产,房地产开发与园区,房地产开发,成长型
420,东方钽业,000962.SZ,原材料,原材料,有色金属,稀有金属,混合型
421,华东医药,000963.SZ,医药卫生,医药生物,制药,药品经销商,成长型
422,天保基建,000965.SZ,金融地产,房地产,房地产开发与园区,房地产开发,价值型
423,长源电力,000966.SZ,公用事业,公用事业,电力,火电,成长型
424,盈峰环境,000967.SZ,工业,资本品,环保设备、工程与服务,环保服务,混合型
425,蓝焰控股,000968.SZ,能源,能源,石油与天然气,石油与天然气的勘探与生产,价值型
426,安泰科技,000969.SZ,原材料,原材料,有色金属,其它有色金属及合金,成长型
427,中科三环,000970.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
428,ST高升,000971.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
429,*ST中基,000972.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
430,佛塑科技,000973.SZ,原材料,原材料,化学制品,塑料制品,混合型
431,银泰黄金,000975.SZ,原材料,原材料,有色金属,黄金及其它贵金属,成长型
432,华铁股份,000976.SZ,工业,资本品,机械制造,铁路设备,成长型
433,浪潮信息,000977.SZ,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
434,桂林旅游,000978.SZ,可选消费,消费者服务,酒店、餐馆与休闲,景点,价值型
435,*ST众泰,000980.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
436,*ST银亿,000981.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
437,中银绒业,000982.SZ,可选消费,耐用消费品与服装,纺织服装,纺织品,价值型
438,山西焦煤,000983.SZ,能源,能源,煤炭,煤炭,价值型
439,大庆华科,000985.SZ,原材料,原材料,化学制品,其他化学制品,成长型
440,越秀金控,000987.SZ,金融地产,资本市场,资本市场,综合性资本市场,成长型
441,华工科技,000988.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
442,九芝堂,000989.SZ,医药卫生,医药生物,制药,中药,成长型
443,诚志股份,000990.SZ,原材料,原材料,化学制品,其他化学制品,混合型
444,闽东电力,000993.SZ,公用事业,公用事业,电力,水电,价值型
445,皇台酒业,000995.SZ,主要消费,食品、饮料与烟草,饮料,白酒,成长型
446,中国中期,000996.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
447,新大陆,000997.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
448,隆平高科,000998.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
449,华润三九,000999.SZ,医药卫生,医药生物,制药,中药,混合型
450,东瑞股份,001201.SZ,主要消费,食品、饮料与烟草,农牧渔产品,畜牧产品,成长型
451,炬申股份,001202.SZ,工业,交通运输,航空货运与物流,物流,成长型
452,大中矿业,001203.SZ,原材料,原材料,钢铁,钢铁,成长型
453,盛航股份,001205.SZ,工业,交通运输,航运,航运,成长型
454,依依股份,001206.SZ,主要消费,家庭与个人用品,家常用品,家常用品,成长型
455,联科科技,001207.SZ,原材料,原材料,化学原料,化学原料,成长型
456,华菱线缆,001208.SZ,工业,资本品,电气设备,电气部件与设备,成长型
457,洪兴股份,001209.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
458,金房节能,001210.SZ,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,成长型
459,双枪科技,001211.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
460,中旗新材,001212.SZ,工业,资本品,建筑产品,建筑产品,混合型
461,中铁特货,001213.SZ,工业,交通运输,道路运输,铁路运输,成长型
462,千味央厨,001215.SZ,主要消费,食品与主要用品零售,食品与主要用品零售,食品经销商,成长型
463,华瓷股份,001216.SZ,原材料,原材料,非金属采矿及制品,非金属采矿及制品,成长型
464,华尔泰,001217.SZ,原材料,原材料,化学原料,化学原料,混合型
465,丽臣实业,001218.SZ,原材料,原材料,化学制品,其他化学制品,成长型
466,青岛食品,001219.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
467,汇绿生态,001267.SZ,工业,资本品,建筑与工程,园林工程,混合型
468,运机集团,001288.SZ,工业,资本品,机械制造,通用机械,成长型
469,长江材料,001296.SZ,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
470,三羊马,001317.SZ,工业,交通运输,航空货运与物流,物流,混合型
471,宗申动力,001696.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
472,招商港口,001872.SZ,工业,交通运输,交通基本设施,港口,成长型
473,豫能控股,001896.SZ,公用事业,公用事业,电力,火电,价值型
474,招商积余,001914.SZ,金融地产,房地产,房地产管理与服务,房地产管理与服务,成长型
475,招商公路,001965.SZ,工业,交通运输,交通基本设施,高速公路,成长型
476,招商蛇口,001979.SZ,金融地产,房地产,房地产开发与园区,园区,混合型
477,新和成,002001.SZ,医药卫生,医药生物,制药,化学药,成长型
478,鸿达兴业,002002.SZ,原材料,原材料,化学原料,化学原料,价值型
479,伟星股份,002003.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
480,华邦健康,002004.SZ,原材料,原材料,化学制品,化肥与农药,成长型
481,ST德豪,002005.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
482,精功科技,002006.SZ,工业,资本品,机械制造,其他机械设备,混合型
483,华兰生物,002007.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
